,Source,Target,BLEU,"Data Size (parallel sentences, K)",dataset size (sent),Source lang word TTR,Source lang subword TTR,Target lang word TTR,Target lang subword TTR,Source lang vocab size,Source lang subword vocab size,Target lang vocab size,Target lang subword vocab size,Source lang Average Sent. Length,Target lang average sent. length,Source lang word Count,Source lang subword Count,Target lang word Count,Target lang subword Count,geographic,genetic,inventory,syntactic,phonological,featural
1100,srp,tur,1.1,43.0,43382.0,0.17482205325041295,0.00418059090578949,0.15790548466298454,0.0046168154221789895,115142.0,5353.0,99750.0,5406.0,15.181964870222671,14.561500161357243,658624.0,1280441.0,631707.0,1170937.0,,,,,,
1101,srp,ukr,5.7,71.0,71932.0,0.14425545118614425,0.0025359387783334816,0.13747633508028673,0.002372122419684845,163648.0,5536.0,156052.0,5536.0,15.770894733915364,15.780445420675086,1134432.0,2183018.0,1135119.0,2333775.0,,,,,,
1102,srp,vie,6.8,56.0,56213.0,0.14354809056667814,0.0027251344332753264,0.03732870649995392,0.0024502782233497555,152255.0,5567.0,56303.0,5739.0,18.86850016900005,26.831924999555262,1060655.0,2042835.0,1508303.0,2342183.0,,,,,,
1103,srp,cmn,4.3,45.0,,,,,,,,,,,,,,,,,,,,,
1104,srp,zh-tw,3.1,,,,,,,,,,,,,,,,,,,,,,
1105,swe,ara,2.2,58.0,58224.0,0.12127745995307736,0.0030685995497218574,0.12905567000305268,0.002957860263905418,120030.0,5471.0,127674.0,5448.0,16.99838554547953,16.99117202528167,989714.0,1782898.0,989294.0,1841872.0,,,,,,
1106,swe,bul,7.4,63.0,63135.0,0.1186008537886873,0.0033449064015698697,0.10983648043605217,0.0031359944209251073,111129.0,5504.0,112846.0,5612.0,14.841213273144849,16.273065652965865,937000.0,1645487.0,1027400.0,1789544.0,,,,,,
1107,swe,bos,4.8,38.0,38600.0,0.14626705866865594,0.005163771560564495,0.17997427979904326,0.004871084930983005,83332.0,5325.0,101882.0,5299.0,14.759715025906734,14.66559585492228,569725.0,1031223.0,566092.0,1087848.0,,,,,,
1108,swe,ces,5.9,97.0,97411.0,0.10663875752642324,0.002093616280545313,0.12024767230506085,0.0019911056823198985,165064.0,5725.0,177231.0,5777.0,15.890197205654392,15.130560203673095,1547880.0,2734503.0,1473883.0,2901403.0,,,,,,
1109,swe,dan,26.5,168.0,168311.0,0.08186734394623109,0.0012034986128015364,0.07875363758508924,0.0012019822016575358,248168.0,6368.0,247351.0,6353.0,18.010367712151908,18.66081242461871,3031343.0,5291240.0,3140820.0,5285436.0,,,,,,
1110,swe,deu,12.6,216.0,216938.0,0.08397261357024101,0.0010539906167826294,0.0781059065600573,0.001040637668382235,295264.0,6517.0,290505.0,6780.0,16.208289926154016,17.144866275156957,3516194.0,6183167.0,3719373.0,6515236.0,,,,,,
1111,swe,ell,8.1,62.0,62158.0,0.11567304918905727,0.0030644038138770845,0.10407527736252656,0.002532323481817825,114697.0,5492.0,118911.0,5485.0,15.95228289198494,18.38135075131117,991562.0,1792192.0,1142548.0,2165995.0,,,,,,
1112,swe,eng,31.8,546.0,546288.0,0.05605100376396517,0.00044718299939324407,0.03430288210368165,0.0005905944516508647,608436.0,8508.0,415626.0,11306.0,19.87054813578186,22.17943282664089,10855042.0,19025768.0,12116358.0,19143424.0,,,,,,
1113,swe,epo,11.0,53.0,53442.0,0.12636381502876234,0.0037117745137386846,0.12205983392661116,0.0034811764231950345,104804.0,5512.0,109967.0,5617.0,15.519310654541373,16.858033007746716,829383.0,1485004.0,900927.0,1613535.0,,,,,,
1114,swe,spa,16.9,181.0,181152.0,0.08453305684275324,0.0011365149086026286,0.05156858901853382,0.0011395981311340046,271901.0,6480.0,193903.0,6691.0,17.755834878996644,20.75659667019961,3216505.0,5701641.0,3760099.0,5871368.0,,,,,,
1115,swe,fra,15.7,186.0,186370.0,0.08435030939429039,0.001140226445964589,0.05381357478996426,0.001078790597498249,270613.0,6445.0,207858.0,6825.0,17.214165369962974,20.72520791972957,3208204.0,5652386.0,3862557.0,6326529.0,,,,,,
1116,swe,fr-ca,10.7,,,,,,,,,,,,,,,,,,,,,,
1117,swe,glg,7.1,54.0,54302.0,0.12714677663178536,0.0035505997757447672,0.08952275912312742,0.00345374638492484,108163.0,5475.0,88474.0,5534.0,15.665979153622336,18.199790062981105,850694.0,1541993.0,988285.0,1602318.0,,,,,,
1118,swe,heb,3.3,67.0,67852.0,0.11167012824795572,0.003090368602167329,0.12370238047448917,0.0029364445815593205,115329.0,5541.0,123262.0,5492.0,15.220848316925073,14.685491953074338,1032765.0,1792990.0,996440.0,1870289.0,,,,,,
1119,swe,hrv,5.5,56.0,56793.0,0.1213871297372284,0.003291234031205113,0.14309837164507125,0.002988772083437889,114277.0,5529.0,134912.0,5598.0,16.576444280104944,16.600496540066562,941426.0,1679917.0,942792.0,1873010.0,,,,,,
1120,swe,hun,5.4,88.0,88872.0,0.10875280274238656,0.002236026397848601,0.14618333029131916,0.002212440596466048,152978.0,5723.0,202631.0,6021.0,15.827909802862544,15.597072193716807,1406658.0,2559451.0,1386143.0,2721429.0,,,,,,
1121,swe,ind,11.6,79.0,79193.0,0.1094430056985745,0.00226384271163526,0.07592729967771554,0.00252954606671306,153489.0,5787.0,110233.0,5954.0,17.709342997487152,18.33271880090412,1402456.0,2556273.0,1451823.0,2353782.0,,,,,,
1122,swe,ita,13.3,153.0,153800.0,0.0877524782294706,0.0012948151737278565,0.05867021606281229,0.0011783160870925506,243873.0,6328.0,187424.0,6508.0,18.069577373211967,20.7707022106632,2779101.0,4887184.0,3194534.0,5523136.0,,,,,,
1123,swe,jpn,4.8,96.0,96872.0,0.10584248481518103,0.002499944247452109,0.3404412759846803,0.0019009115809326626,137332.0,5605.0,193691.0,5237.0,13.394097365595838,5.873121232141383,1297513.0,2242050.0,568941.0,2754994.0,,,,,,
1124,swe,kor,6.2,51.0,51718.0,0.13676766332186208,0.003886705437036823,0.04467316263030978,0.0019205375294038165,104800.0,5360.0,31364.0,3127.0,14.816176186240769,13.575099578483313,766263.0,1379060.0,702077.0,1628190.0,,,,,,
1125,swe,mkd,5.2,48.0,48072.0,0.11909405648369234,0.00391006004428829,0.11469408401090257,0.00386435033796478,94219.0,5472.0,94553.0,5533.0,16.457210018305876,17.149130470960227,791131.0,1399467.0,824393.0,1431806.0,,,,,,
1126,swe,nob,25.4,,,,,,,,,,,,,,,,,,,,,,
1127,swe,nld,11.5,151.0,151735.0,0.09299723820343704,0.0015171142531104948,0.07682788230837227,0.0014536846743649356,214630.0,6097.0,194688.0,6146.0,15.210188816027946,16.70069529113257,2307918.0,4018814.0,2534080.0,4227877.0,,,,,,
1128,swe,pol,5.8,121.0,121793.0,0.09665538208413356,0.0017206099861127708,0.1096080748550936,0.00162239293183995,192804.0,6019.0,214252.0,6308.0,16.378256550048036,16.049444549358338,1994757.0,3498178.0,1954710.0,3888084.0,,,,,,
1129,swe,por,15.0,155.0,155481.0,0.08274802985083056,0.0012519852406414106,0.05422768491553965,0.0011466396312971266,234449.0,6230.0,176602.0,6242.0,18.2227281790058,20.94581331481017,2833288.0,4976097.0,3256676.0,5443733.0,,,,,,
1130,swe,pt-br,17.4,,,,,,,,,,,,,,,,,,,,,,
1131,swe,ron,7.9,75.0,75782.0,0.10782861086303484,0.002457334362723711,0.0885043882928817,0.0022228310537276775,138125.0,5621.0,132062.0,5801.0,16.90332796706342,19.69005832519596,1280968.0,2287438.0,1492152.0,2609735.0,,,,,,
1132,swe,rus,8.1,140.0,140222.0,0.09281833692528736,0.001506056679349919,0.10908615533198336,0.0014487573973467984,206725.0,5917.0,245328.0,6498.0,15.883384918201136,16.038410520460413,2227200.0,3928803.0,2248938.0,4485223.0,,,,,,
1133,swe,slk,3.8,51.0,51536.0,0.12784184597911025,0.00384740756837915,0.1529894696474621,0.0036262352677930328,100402.0,5453.0,117288.0,5429.0,15.239075597640483,14.875834368208633,785361.0,1417318.0,766641.0,1497145.0,,,,,,
1134,swe,slv,4.7,50.0,50838.0,0.12678808584839668,0.003772489036855064,0.15041429788017585,0.0033965164374698442,100050.0,5430.0,130701.0,5533.0,15.522089775364885,17.09233250717967,789112.0,1439368.0,868940.0,1629022.0,,,,,,
1135,swe,srp,1.0,51.0,51675.0,0.12789648453778854,0.0036667760892026865,0.1643286896729896,0.0033760826455156425,105880.0,5451.0,132303.0,5470.0,16.020454765360427,15.580299951620706,827857.0,1486592.0,805112.0,1620221.0,,,,,,
1136,swe,tur,3.2,72.0,72959.0,0.12147155898938612,0.0026776795802546,0.13325637699638124,0.002937420438508372,137129.0,5600.0,144645.0,5778.0,15.473046505571622,14.87772584602311,1128898.0,2091363.0,1085464.0,1967032.0,,,,,,
1137,swe,ukr,6.9,82.0,82027.0,0.11403883345053062,0.002315302565497927,0.13134553271173013,0.002155330601260016,151958.0,5582.0,165956.0,5638.0,16.244785253636,15.403550050593095,1332511.0,2410916.0,1263507.0,2615840.0,,,,,,
1138,swe,vie,12.9,74.0,74202.0,0.11062948122353083,0.002422064289946379,0.04052530949788916,0.0021466002290072158,145501.0,5719.0,75902.0,6269.0,17.724724400959538,25.24127382011267,1315210.0,2361209.0,1872953.0,2920432.0,,,,,,
1139,swe,cmn,7.8,73.0,,,,,,,,,,,,,,,,,,,,,
1140,swe,zh-tw,4.8,,,,,,,,,,,,,,,,,,,,,,
1141,tur,ara,2.2,69.0,69844.0,0.1261947309559771,0.0029539411918060787,0.12160653169511272,0.00260494751741535,137776.0,5654.0,140811.0,5534.0,15.631593264990551,16.578703968844856,1091773.0,1914053.0,1157923.0,2124419.0,,,,,,
1142,tur,bul,3.5,56.0,56592.0,0.1384814856995536,0.0037988810250037404,0.11055688814397753,0.0035714053085816647,110651.0,5637.0,99142.0,5483.0,14.119151116765618,15.845896946564885,799031.0,1483858.0,896751.0,1535250.0,,,,,,
1143,tur,bos,2.0,33.0,33212.0,0.17719218236736528,0.006080079997431275,0.18078819116799213,0.005921679921926704,80427.0,5302.0,83725.0,5279.0,13.666656630133689,13.944086474768154,453897.0,872028.0,463111.0,891470.0,,,,,,
1144,tur,ces,2.6,75.0,75298.0,0.13028592764924676,0.0029630255510752893,0.13489751816676307,0.0027457789755410697,136083.0,5681.0,143201.0,5620.0,13.871483970357778,14.098037132460355,1044495.0,1917297.0,1061554.0,2046778.0,,,,,,
1145,tur,dan,3.9,55.0,55021.0,0.14089635088050892,0.0037375091982260883,0.11637838434504147,0.003940906085144092,113308.0,5521.0,98051.0,5608.0,14.616128387343016,15.312680612856909,804194.0,1477187.0,842519.0,1423023.0,,,,,,
1146,tur,deu,4.1,127.0,127051.0,0.11267294399328412,0.0018986011292047532,0.0956992820409574,0.0017388900740363405,197836.0,5988.0,186331.0,5926.0,13.819985675043881,15.32492463656327,1755843.0,3153901.0,1947047.0,3407921.0,,,,,,
1147,tur,ell,4.7,56.0,56445.0,0.13210474219796015,0.0034742071421705765,0.1036838317724983,0.0028087831561671057,115045.0,5494.0,105898.0,5449.0,15.428505624944634,18.094693949862695,870862.0,1581368.0,1021355.0,1939986.0,,,,,,
1148,tur,eng,15.9,477.0,477735.0,0.0564719802233475,0.0005184849089363287,0.032891749131722194,0.000712853942594159,504873.0,8239.0,332733.0,11420.0,18.71380367777115,21.174923336159168,8940239.0,15890530.0,10116002.0,16020112.0,,,,,,
1149,tur,epo,2.9,37.0,37653.0,0.16850722730605808,0.0060516844738055285,0.1428154662420673,0.00560383807728269,83877.0,5369.0,81263.0,5484.0,13.219796563354844,15.111863596526177,497765.0,887191.0,569007.0,978615.0,,,,,,
1150,tur,spa,9.4,147.0,147352.0,0.0996590014248256,0.001529265967118441,0.05738273884214475,0.0014648142066886792,226411.0,6207.0,158639.0,6343.0,15.417890493512134,18.761720234540423,2271857.0,4058810.0,2764577.0,4330242.0,,,,,,
1151,tur,fra,7.7,130.0,130472.0,0.10510205140982518,0.00174371988159762,0.057671505309517486,0.00170924210703874,202477.0,6011.0,137338.0,6627.0,14.765466920105464,18.25206940952848,1926480.0,3447228.0,2381384.0,3877157.0,,,,,,
1152,tur,fr-ca,6.7,,,,,,,,,,,,,,,,,,,,,,
1153,tur,glg,3.6,43.0,43313.0,0.15805607788543696,0.004680275955276214,0.09909307175953504,0.004299659126123334,102295.0,5430.0,75686.0,5439.0,14.942557661672016,17.63412832175098,647207.0,1160188.0,763787.0,1264984.0,,,,,,
1154,tur,heb,1.6,54.0,54841.0,0.1437732992249079,0.004257044080052929,0.13702082180484576,0.003935246318482125,105211.0,5482.0,101026.0,5409.0,13.343739173246293,13.444393792965114,731784.0,1287748.0,737304.0,1374501.0,,,,,,
1155,tur,hrv,2.1,42.0,42175.0,0.15860606628274654,0.004804705225313274,0.15972076430585294,0.004304360890810043,98213.0,5506.0,102707.0,5429.0,14.682299940723178,15.246970954356847,619226.0,1145960.0,643041.0,1261279.0,,,,,,
1156,tur,hun,3.4,75.0,75715.0,0.12951431784820322,0.0029683969323146013,0.1551060386756546,0.0026345553394323947,140375.0,5788.0,170708.0,5644.0,14.314957406062208,14.535944000528294,1083857.0,1949874.0,1100589.0,2142297.0,,,,,,
1157,tur,ind,6.7,79.0,79176.0,0.11983279354597502,0.002462896876003161,0.07400301787687312,0.0025461636985022944,159618.0,5900.0,106963.0,5934.0,16.823355562291606,18.255367788218653,1332006.0,2395553.0,1445387.0,2330565.0,,,,,,
1158,tur,ita,6.4,112.0,112630.0,0.10959864561170177,0.001912422918129052,0.06508103716716919,0.0016238479211430985,194146.0,6081.0,139069.0,6024.0,15.727843380981975,18.972378584746515,1771427.0,3179736.0,2136859.0,3709707.0,,,,,,
1159,tur,jpn,4.3,84.0,84255.0,0.13287012252088218,0.0029644949281138013,0.3457981573114066,0.002355084660759261,139235.0,5553.0,160524.0,5142.0,12.43727968666548,5.509619607144977,1047903.0,1873169.0,464213.0,2183361.0,,,,,,
