,Source,Target,BLEU,"Data Size (parallel sentences, K)",dataset size (sent),Source lang word TTR,Source lang subword TTR,Target lang word TTR,Target lang subword TTR,Source lang vocab size,Source lang subword vocab size,Target lang vocab size,Target lang subword vocab size,Source lang Average Sent. Length,Target lang average sent. length,Source lang word Count,Source lang subword Count,Target lang word Count,Target lang subword Count,geographic,genetic,inventory,syntactic,phonological,featural
100,bos,tur,1.5,33.0,33212.0,0.18078819116799213,0.005921679921926704,0.17719218236736528,0.006080079997431275,83725.0,5279.0,80427.0,5302.0,13.944086474768154,13.666656630133689,463111.0,891470.0,453897.0,872028.0,,,,,,
101,bos,ukr,5.4,39.0,39682.0,0.177495379095719,0.004971904494148814,0.1769168073799551,0.004683652737453432,97757.0,5270.0,96811.0,5309.0,13.879290358348873,13.789929943047225,550758.0,1059956.0,547212.0,1133517.0,,,,,,
102,bos,vie,5.8,38.0,38866.0,0.16411074086017652,0.004158985325565961,0.04829373551473359,0.0036615875499492905,109924.0,5358.0,46530.0,5607.0,17.233983430247516,24.789764833016005,669816.0,1288295.0,963479.0,1531303.0,,,,,,
103,bos,cmn,2.8,31.0,,,,,,,,,,,,,,,,,,,,,
104,bos,zh-tw,1.8,,,,,,,,,,,,,,,,,,,,,,
105,ces,ara,1.9,67.0,67131.0,0.1309478456592248,0.0026841250110347364,0.12000979400255934,0.002782174917460127,138522.0,5625.0,129886.0,5517.0,15.757861494689488,16.122134334361178,1057841.0,2095655.0,1082295.0,1982981.0,,,,,,
106,ces,bul,7.8,79.0,79005.0,0.12729451167206687,0.002501123292098,0.1001400481944642,0.002594797919670841,145872.0,5650.0,125418.0,5778.0,14.504664261755586,15.852490348712108,1145941.0,2258985.0,1252426.0,2226763.0,,,,,,
107,ces,bos,3.7,43.0,43380.0,0.1683973291290015,0.004475141965451208,0.17658193573661266,0.004527211593731084,102216.0,5403.0,107279.0,5340.0,13.992461964038727,14.00486399262333,606993.0,1207336.0,607531.0,1179534.0,,,,,,
108,ces,dan,7.1,75.0,75869.0,0.12930863220894415,0.002556024678921501,0.10527154018978772,0.002851953147352094,144498.0,5638.0,123605.0,5632.0,14.728887951600786,15.476070595368332,1117466.0,2205769.0,1174154.0,1974787.0,,,,,,
109,ces,deu,8.3,233.0,233859.0,0.08812005347510682,0.0009634237363578943,0.07625377284768332,0.0010487896966900198,312634.0,6463.0,292835.0,6975.0,15.17076101411534,16.421300869327244,3547819.0,6708367.0,3840269.0,6650523.0,,,,,,
110,ces,ell,6.4,70.0,70243.0,0.12908900669118725,0.0026800634857331225,0.09848487265719227,0.002324938747775224,137439.0,5618.0,123463.0,5536.0,15.157154449553692,17.846959839414602,1064684.0,2096219.0,1253624.0,2381138.0,,,,,,
111,ces,eng,20.0,519.0,519194.0,0.05817581013108258,0.0004411033295056959,0.031685509680774125,0.0005018969454978498,565521.0,8186.0,348426.0,8612.0,18.723051499054307,21.179718948986316,9720896.0,18558010.0,10996383.0,17158901.0,,,,,,
112,ces,epo,10.4,75.0,75647.0,0.12715100635387194,0.002409821332309461,0.10173162475234286,0.0025932010383802003,150367.0,5655.0,133913.0,5659.0,15.63295305828387,17.401033748859838,1182586.0,2346647.0,1316336.0,2182245.0,,,,,,
113,ces,spa,12.6,181.0,181522.0,0.09463603804098067,0.0011148563238082391,0.051338787264462137,0.0011554877495050765,276149.0,6231.0,181624.0,6362.0,16.07524707748923,19.489395224821234,2918011.0,5589061.0,3537754.0,5505900.0,,,,,,
114,ces,fra,11.4,185.0,185766.0,0.0936597356521931,0.0011133294860260305,0.04901529295156328,0.0011564348017727686,271596.0,6212.0,176296.0,6790.0,15.610047048437279,19.361750804775898,2899816.0,5579660.0,3596755.0,5871494.0,,,,,,
115,ces,fr-ca,8.6,,,,,,,,,,,,,,,,,,,,,,
116,ces,glg,5.0,54.0,54156.0,0.15351190074222326,0.0033863331663870266,0.09299113404394764,0.0036453737151592243,125027.0,5524.0,87118.0,5523.0,15.038869192702565,17.298951178078145,814445.0,1631263.0,936842.0,1515071.0,,,,,,
117,ces,heb,2.5,72.0,72677.0,0.13020847663481608,0.002931944378554475,0.123368689675373,0.0029868478522538963,132509.0,5624.0,122986.0,5546.0,14.002614307139812,13.716829258224747,1017668.0,1918181.0,996898.0,1856807.0,,,,,,
118,ces,hrv,6.5,63.0,63902.0,0.13813705318073652,0.002994354561878225,0.1388696262357336,0.0030241322229372985,130379.0,5574.0,134573.0,5667.0,14.770085443335107,15.164783574848988,943838.0,1861503.0,969060.0,1873926.0,,,,,,
119,ces,hun,4.9,105.0,105871.0,0.11813170061823312,0.0019653582027082312,0.14096892478750908,0.0020419575323286586,178239.0,5832.0,208560.0,5828.0,14.251456961774235,13.974317801853196,1508816.0,2967398.0,1479475.0,2854124.0,,,,,,
