,Source,Target,BLEU,"Data Size (parallel sentences, K)",dataset size (sent),Source lang word TTR,Source lang subword TTR,Target lang word TTR,Target lang subword TTR,Source lang vocab size,Source lang subword vocab size,Target lang vocab size,Target lang subword vocab size,Source lang Average Sent. Length,Target lang average sent. length,Source lang word Count,Source lang subword Count,Target lang word Count,Target lang subword Count,geographic,genetic,inventory,syntactic,phonological,featural
700,kor,ind,3.1,45.0,45970.0,0.05153257440914465,0.0021831704801382797,0.09536996207778464,0.004060338083788803,36219.0,3702.0,75698.0,5507.0,15.289036328040028,17.26626060474222,702837.0,1695699.0,793730.0,1356291.0,,,,,,
701,kor,ita,3.2,83.0,83911.0,0.04325542179633847,0.0014903826417745018,0.08129654624307159,0.0022240179943627623,49456.0,3921.0,118658.0,5719.0,13.625722491687622,17.39426296909821,1143348.0,2630868.0,1459570.0,2571472.0,,,,,,
702,kor,jpn,9.2,222.0,222118.0,0.024579104860861626,0.0005503966930950333,0.3345585274376985,0.000695286885842039,87298.0,4525.0,540033.0,5975.0,15.990221413843093,7.267155295833746,3551716.0,8221343.0,1614166.0,8593575.0,,,,,,
703,kor,mkd,1.2,26.0,26857.0,0.04510225276485731,0.0022013830614782464,0.14816988437824638,0.0069373893735795306,16329.0,1797.0,65895.0,5299.0,13.480433406560673,16.55903488848345,362044.0,816305.0,444726.0,763832.0,,,,,,
704,kor,nob,1.3,,,,,,,,,,,,,,,,,,,,,,
705,kor,nld,1.9,56.0,56609.0,0.04535295101153653,0.0018415955192765407,0.11072539040205777,0.0036187752063535686,33907.0,3242.0,98749.0,5425.0,13.206822236746808,15.754332349979686,747625.0,1760430.0,891837.0,1499126.0,,,,,,
706,kor,pol,1.4,63.0,63894.0,0.04497776853900809,0.0017662081420604173,0.14988171659881191,0.003292668901883421,37216.0,3330.0,128298.0,5583.0,12.950057908410804,13.397110839828464,827431.0,1885395.0,855995.0,1695585.0,,,,,,
707,kor,por,4.3,93.0,93224.0,0.04162551326667772,0.001130672520416527,0.07461375226711266,0.002001487084527886,56516.0,3519.0,126791.0,5599.0,14.564114391143914,18.22811722303269,1357725.0,3112307.0,1699298.0,2797420.0,,,,,,
708,kor,pt-br,4.6,,,,,,,,,,,,,,,,,,,,,,
709,kor,ron,2.0,47.0,47054.0,0.04383663723947046,0.00166356148492651,0.10352407452213888,0.00393513792169691,28825.0,2501.0,85573.0,5435.0,13.974476133803716,17.567050622688825,657555.0,1503401.0,826600.0,1381146.0,,,,,,
710,kor,rus,2.1,89.0,89951.0,0.04156984293762487,0.0013042771343959251,0.13748063686740447,0.002371574065297873,48980.0,3674.0,172178.0,5930.0,13.098887171904705,13.922913586285867,1178258.0,2816886.0,1252380.0,2500449.0,,,,,,
711,kor,slk,1.0,25.0,25644.0,0.05040933745994041,0.003326557974831039,0.20031052886948084,0.007113987210075063,17444.0,2558.0,72247.0,5224.0,13.494267664950865,14.064693495554517,346047.0,768963.0,360675.0,734328.0,,,,,,
712,kor,slv,1.5,26.0,26403.0,0.047066529977998615,0.0025652032930173693,0.1892526307941103,0.00743388376648228,16023.0,1954.0,73610.0,5264.0,12.893724198007805,14.731318410786653,340433.0,761733.0,388951.0,708109.0,,,,,,
713,kor,srp,0.4,29.0,29639.0,0.051101462466636334,0.002628643138474631,0.20852284189484108,0.006107593794358657,20773.0,2434.0,90961.0,5245.0,13.715206316002565,14.717635547758023,406505.0,925953.0,436216.0,858767.0,,,,,,
714,kor,swe,1.5,51.0,51718.0,0.04467316263030978,0.0019205375294038165,0.13676766332186208,0.003886705437036823,31364.0,3127.0,104800.0,5360.0,13.575099578483313,14.816176186240769,702077.0,1628190.0,766263.0,1379060.0,,,,,,
715,kor,tur,1.4,47.0,47497.0,0.05473959236739752,0.002150725699122493,0.15870614716514966,0.00447888771406267,35030.0,3148.0,104704.0,5439.0,13.473250942164766,13.890035160115376,639939.0,1463692.0,659735.0,1214364.0,,,,,,
716,kor,ukr,1.5,48.0,48954.0,0.04861255383737624,0.0020936789613688503,0.1671134955083753,0.0039219257726550785,31355.0,3020.0,113384.0,5383.0,13.1755934142256,13.85964374719124,644998.0,1442437.0,678485.0,1372540.0,,,,,,
717,kor,vie,4.3,49.0,49283.0,0.055579714646621516,0.0017132065060975507,0.04815921721527827,0.002822400190514536,42944.0,3018.0,57930.0,5594.0,15.6779416837449,24.407706511373092,772656.0,1761609.0,1202885.0,1982001.0,,,,,,
718,lit,eng,13.7,,157525.0,0.10477641825923822,0.0013699471839061063,0.05144557883259061,0.0015221192350101445,250542.0,6332.0,145506.0,6731.0,15.179850817330582,17.954915092842405,2391206.0,4622076.0,2828348.0,4422124.0,,,,,,
719,mkd,ara,2.4,52.0,,,,,,,,,,,,,,,,,,,,,
720,mkd,bul,18.2,86.0,86038.0,0.08469238721571853,0.0020102591806019534,0.08815772237530936,0.0018448649355912426,143693.0,5686.0,150749.0,5654.0,19.71972849206165,19.87484599827983,1696646.0,2828491.0,1709992.0,3064723.0,,,,,,
721,mkd,bos,12.0,39.0,39333.0,0.1182001965237842,0.004345312116339673,0.15771252184009188,0.003935778460875509,88053.0,5486.0,112200.0,5407.0,18.93951643657997,18.087127857015737,744948.0,1262510.0,711421.0,1373807.0,,,,,,
722,mkd,ces,5.4,51.0,51965.0,0.11353631335736913,0.003719986696386006,0.14492984247337426,0.003518584711386854,98598.0,5626.0,113845.0,5483.0,16.71176753584143,15.116289810449342,868427.0,1512371.0,785518.0,1558297.0,,,,,,
