Task lang,Aux lang,Accuracy,Rank,Accuracy level,Overlap word-level,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
br,he,0.1965,41,20,0.011397720455908818,6216,888,7.0,0.4067013046511386,0.3871342313051556,0.0025546334660477023,1.0,0.5324,0.6037,0.5922,0.6019,0.1885
br,eu,0.2718,22,39,0.029994001199760048,8993,888,10.127252252252251,0.35195278801662616,0.3871342313051556,0.008258556711082764,1.0,0.6596,0.5887,0.2952,0.5609,0.0292
br,lv,0.19899999999999998,39,22,0.02579484103179364,7703,888,8.67454954954955,0.37546297265061,0.3871342313051556,0.0009088919125597163,0.75,0.6417,0.7295,0.2871,0.5898,0.1052
br,sl,0.2937,15,46,0.041991601679664065,8000,888,9.00900900900901,0.3676498731122853,0.3871342313051556,0.002533080904792269,0.8333,0.5848,0.5262,0.5922,0.4256,0.0707
br,hr,0.3314,3,58,0.045290941811637675,8889,888,10.010135135135135,0.2981575694863614,0.3871342313051556,0.052823730368596916,0.875,0.7805,0.5819,0.5922,0.4379,0.0801
br,ro,0.3222,6,55,0.05008998200359928,9524,888,10.725225225225225,0.2570438554726763,0.3871342313051556,0.1129190428078836,0.8889,0.5518,0.4807,0.2952,0.4541,0.1054
br,sk,0.2978,10,51,0.03059388122375525,10604,888,11.941441441441441,0.4130087201061381,0.3871342313051556,0.004467045826330899,0.8333,0.5922,0.5909,0.5922,0.5898,0.083
br,bg,0.1551,49,12,0.016796640671865627,11138,888,12.542792792792794,0.28919503250418754,0.3871342313051556,0.06400146942288709,0.8571,0.5994,0.4866,0.2048,0.4405,0.1142
br,pt,0.2846,17,44,0.05338932213557288,12078,888,13.60135135135135,0.19858954536165552,0.3871342313051556,0.23719495320740375,0.9333,0.4909,0.4528,0.5922,0.3531,0.0345
br,nl,0.1934,42,19,0.04499100179964007,13583,888,15.29617117117117,0.2163749886307094,0.3871342313051556,0.19455629683641523,0.9,0.5418,0.4766,0.5922,0.3687,0.0376
br,en,0.3205,7,54,0.05398920215956809,16622,888,18.71846846846847,0.1746279711803919,0.3871342313051556,0.30131469171937836,0.9,0.6151,0.5015,0.3433,0.4425,0.0282
br,it,0.213,35,26,0.050689862027594484,14167,888,15.95382882882883,0.20905399119075654,0.3871342313051556,0.211596420421854,0.9,0.5008,0.5018,0.5922,0.43700000000000006,0.0699
br,ca,0.2914,16,45,0.05698860227954409,16678,888,18.78153153153153,0.14310696846691084,0.3871342313051556,0.3973320048110428,0.9091,0.5559,0.4255,0.2048,0.3667,0.0451
br,hi,0.1496,53,8,0.01259748050389922,16647,888,18.74662162162162,0.07283156362415602,0.3871342313051556,0.6591328940113442,0.875,0.7067,0.5496,0.2871,0.4807,0.3649
br,pl,0.3049,9,52,0.028194361127774445,17246,888,19.42117117117117,0.4049278834815912,0.3871342313051556,0.0021125502356391496,0.8333,0.5102,0.4645,0.2048,0.4652,0.0821
br,de,0.1764,44,17,0.054289142171565684,15590,888,17.556306306306308,0.27241931339802755,0.3871342313051556,0.08780447462313616,0.8571,0.5813,0.4765,0.2677,0.4315,0.0598
br,fro,0.212,36,25,0.03869226154769046,17678,888,19.90765765765766,0.0937745835963677,0.3871342313051556,0.5742190576900806,0.9231,0.5685,0.7606,0.5922,0.5898,0.0252
br,es,0.2803,19,42,0.05338932213557288,17680,888,19.90990990990991,0.14742968391461025,0.3871342313051556,0.38337995086019544,0.9231,0.5999,0.5484,0.4097,0.5202,0.0446
br,fr,0.3187,8,53,0.06778644271145771,16448,888,18.52252252252252,0.2057620460579268,0.3871342313051556,0.21949176080115407,0.9375,0.5427,0.4137,0.2677,0.3344,0.0215
br,fi,0.3233,4,57,0.028494301139772044,18723,888,21.08445945945946,0.3189427368077481,0.3871342313051556,0.03102682017192405,1.0,0.6511,0.4953,0.195,0.4011,0.1263
br,grc,0.1498,51,10,0.00029994001199760045,17081,888,19.23536036036036,0.17307422740143352,0.3871342313051556,0.30573693631026366,0.8,0.5685,0.7606,0.5922,0.5898,0.1121
br,no,0.1699,47,14,0.0608878224355129,20045,888,22.5731981981982,0.1846147253241721,0.3871342313051556,0.2736595257181796,0.8333,0.6233,0.7881,0.5922,0.5898,0.0789
br,ar,0.2318,32,29,0.00029994001199760045,19738,888,22.22747747747748,4.7672168034857886e-06,0.3871342313051556,0.9999753719146179,1.0,0.5922,0.5909,0.5922,0.5898,1.0
br,la,0.1537,50,11,0.01199760047990402,18400,888,20.72072072072072,0.1715984617000315,0.3871342313051556,0.3099670716637252,0.8333,0.593,0.7727,0.5922,0.5898,0.0726
br,et,0.2319,31,30,0.04259148170365927,26197,888,29.501126126126128,0.3337469262526225,0.3871342313051556,0.01901747475779661,1.0,0.6687,0.8118,0.5922,0.5898,0.1062
br,ko,0.1342,58,3,0.015296940611877625,27363,888,30.81418918918919,0.2977608806802764,0.3871342313051556,0.053295793345572336,1.0,0.7711,0.6145,0.5319,0.4785,0.4675
br,ja,0.1905,43,18,0.0,57256,888,64.47747747747748,0.00031979533098816764,0.3871342313051556,0.9983485663607486,1.0,0.7577,0.6145,0.4717,0.5217,0.4944
br,ru,0.1626,48,13,0.027594481103779243,61889,888,69.69481981981981,0.2241205920170711,0.3871342313051556,0.17730653293830068,0.8,0.6561,0.5569,0.2048,0.5117,0.2547
br,cs,0.3227,5,56,0.05968806238752249,87913,888,99.00112612612612,0.17271764924418356,0.3871342313051556,0.3067563692974565,0.8571,0.5662,0.5295,0.5922,0.4483,0.0692
yue,bxr,0.2176,11,50,0.0,927,650,1.426153846153846,0.6023336111441838,1.0,0.1581385568256252,1.0,0.6555,0.6771,0.5922,0.7079,0.158
yue,kmr,0.1981,16,45,0.0,754,650,1.16,0.3877346961448728,1.0,0.3748688023048111,1.0,0.8555,0.6681,0.5587,0.5671,0.3382
yue,hsb,0.1941,18,43,0.0,646,650,0.9938461538461538,0.5423194196193881,1.0,0.20947151365753372,1.0,0.6555,0.6771,0.5922,0.7079,0.4298
yue,kk,0.228,9,52,0.0,1078,650,1.6584615384615384,0.6191198786039454,1.0,0.14506966687467332,1.0,0.8743,0.8952,0.7952,0.7079,0.2413
yue,hy,0.2138,13,48,0.0,564,650,0.8676923076923077,0.5479001354751306,1.0,0.20439428750340524,1.0,0.6605,0.5964,0.6466,0.507,0.3277
yue,swl,0.0728,46,15,0.0,203,650,0.3123076923076923,0.4872907625542468,1.0,0.2628707621622057,1.0,0.6555,0.6771,0.5922,0.7079,0.4104
yue,lt,0.2168,12,49,0.0,263,650,0.4046153846153846,0.5654157163591126,1.0,0.1888634995876633,1.0,0.7024,0.6396,0.6224,0.5883,0.3931
yue,be,0.10300000000000001,40,21,0.0,393,650,0.6046153846153847,0.5525618374558304,1.0,0.2002009093009027,1.0,0.7693,0.8583,0.5922,0.7079,0.3902
yue,mr,0.2339,5,56,0.0,466,650,0.7169230769230769,0.5290718671000361,1.0,0.2217733063566461,1.0,0.6809999999999999,0.6315,0.5922,0.5291,0.1907
yue,cop,0.0902,42,19,0.0,514,650,0.7907692307692308,0.4940717882085432,1.0,0.2559633554865011,1.0,0.7318,0.836,0.5922,0.7079,0.4008
yue,ta,0.2312,7,54,0.0,600,650,0.9230769230769231,0.5614149588826524,1.0,0.19235683829190553,1.0,0.7487,0.6736,0.5922,0.562,0.1939
yue,ga,0.1223,35,26,0.0,1020,650,1.5692307692307692,0.3499300699300699,1.0,0.4225909139811238,1.0,0.7121,0.6573,0.5922,0.5567,0.4897
yue,hu,0.2336,6,55,0.0,1800,650,2.769230769230769,0.4546198320061089,1.0,0.29743952764104487,1.0,0.5862,0.5509,0.5064,0.5266,0.42
yue,te,0.2695,2,59,0.0,1328,650,2.043076923076923,0.34461966604823746,1.0,0.4295233821307238,1.0,0.711,0.6213,0.5319,0.5672,0.1826
yue,af,0.2095,15,46,0.0,1934,650,2.9753846153846153,0.20348486540824304,1.0,0.6344363596337247,1.0,0.7029,0.6568,0.5922,0.5639,0.5135
yue,vi,0.2203,10,51,0.0,3000,650,4.615384615384615,0.15680435614923213,1.0,0.7109788938089109,1.0,0.638,0.5834,0.3862,0.5875,0.0413
yue,ug,0.2457,3,58,0.0,3456,650,5.316923076923077,0.4374610522567435,1.0,0.3164500677280903,1.0,0.7483,0.8395,0.8831,0.7079,0.1903
yue,el,0.1762,25,36,0.0,2521,650,3.8784615384615386,0.2837253360022877,1.0,0.5130493942850356,1.0,0.6823,0.6292,0.5903,0.5775,0.4079
yue,sme,0.2104,14,47,0.0,3122,650,4.803076923076923,0.4513223794042703,1.0,0.3010471313425916,1.0,0.6374,0.7819,0.5922,0.7079,0.3831
yue,gl,0.1699,27,34,0.0,3993,650,6.143076923076923,0.23027218766153898,1.0,0.5924809050873531,1.0,0.7268,0.6277,0.5922,0.4878,0.5266
yue,sr,0.1786,23,38,0.0,3891,650,5.986153846153846,0.3111760696308725,1.0,0.4744784070491726,1.0,0.688,0.8022,0.8564,0.7079,0.4161
yue,got,0.0632,47,14,0.0,5401,650,8.30923076923077,0.1811019353439708,1.0,0.6705940402973902,1.0,0.7417,0.8419,0.5922,0.7079,0.3822
yue,tr,0.1695,28,33,0.0,5635,650,8.669230769230769,0.5061541783632045,1.0,0.24388369554812162,1.0,0.674,0.6222,0.5064,0.6028,0.3788
yue,zh,0.4093,1,60,0.0,4997,650,7.687692307692307,0.9869043288468534,1.0,0.00017149660295135552,1.0,0.6555,0.6771,0.5922,0.7079,1.0
yue,ur,0.2344,4,57,0.0,5130,650,7.892307692307693,0.10564061179587518,1.0,0.7998787152688566,1.0,0.6244,0.6398,0.5922,0.5815,0.2326
yue,cu,0.1125,38,23,0.0,6337,650,9.749230769230769,0.19595240163293667,1.0,0.6464925404398423,1.0,0.6555,0.6771,0.5922,0.7079,0.4136
yue,sv,0.1727,26,35,0.0,6026,650,9.27076923076923,0.2404336943809909,1.0,0.5769409726317098,1.0,0.6247,0.6398,0.5922,0.5875,0.4055
yue,da,0.0187,54,7,0.0,5512,650,8.48,0.2897915761056075,1.0,0.504396005370557,1.0,0.5996,0.7611,0.5922,0.7079,0.4376
yue,id,0.0797,44,17,0.0,5593,650,8.604615384615384,0.29277811458017583,1.0,0.500162795216771,1.0,0.6189,0.5132,0.4477,0.434,0.1695
yue,uk,0.0064,59,2,0.0,5873,650,9.035384615384615,0.4399821508255243,1.0,0.3136199913940058,1.0,0.6058,0.5832,0.5922,0.4805,0.401
yue,fa,0.1357,32,29,0.0,5997,650,9.226153846153846,0.15688157524207003,1.0,0.7108486781662933,1.0,0.6555,0.6771,0.5922,0.7079,1.0
yue,he,0.0463,49,12,0.0,6216,650,9.563076923076924,0.4067013046511386,1.0,0.35200334190266114,1.0,0.6823,0.6504,0.5922,0.5354,0.3807
yue,eu,0.23,8,53,0.0,8993,650,13.835384615384616,0.35195278801662616,1.0,0.4199651889594238,1.0,0.6647,0.6287,0.5319,0.6099,0.5026
yue,lv,0.0947,41,20,0.0,7703,650,11.850769230769231,0.37546297265061,1.0,0.3900464985304127,1.0,0.7121,0.7576,0.5064,0.7079,0.3901
yue,sl,0.0073,57,4,0.0,8000,650,12.307692307692308,0.3676498731122853,1.0,0.39986668297490896,1.0,0.5959,0.6161,0.5922,0.5639,0.4388
yue,hr,0.0793,45,16,0.0,8889,650,13.675384615384615,0.2981575694863614,1.0,0.4925827972692916,1.0,0.7434,0.6792,0.5922,0.5672,0.4335
yue,ro,0.1884,19,42,0.0,9524,650,14.652307692307692,0.2570438554726763,1.0,0.5519838326909056,1.0,0.6058,0.5659,0.6224,0.5127,0.4042
yue,sk,0.1041,39,22,0.0,10604,650,16.313846153846153,0.4130087201061381,1.0,0.34455876267143415,1.0,0.6555,0.6771,0.5922,0.7079,0.4202
yue,bg,0.1145,37,24,0.0,11138,650,17.135384615384616,0.28919503250418754,1.0,0.505243701816723,1.0,0.5507,0.5564,0.5641,0.5557,0.4056
yue,pt,0.1398,31,30,0.0,12078,650,18.58153846153846,0.19858954536165552,1.0,0.642258716803638,1.0,0.5710000000000001,0.5865,0.5922,0.523,0.5162
yue,nl,0.0093,55,6,0.0,13583,650,20.896923076923077,0.2163749886307094,1.0,0.6140681584435209,1.0,0.6594,0.6473,0.5922,0.5769,0.4576
yue,en,0.0426,50,11,0.0,16622,650,25.572307692307692,0.1746279711803919,1.0,0.6812389859577961,1.0,0.593,0.5447,0.5348,0.5043,0.4724
yue,it,0.0073,57,4,0.0,14167,650,21.795384615384616,0.20905399119075654,1.0,0.6255955888512719,1.0,0.6321,0.6285,0.5922,0.557,0.4534
yue,ca,0.1869,20,41,0.0,16678,650,25.658461538461538,0.14310696846691084,1.0,0.7342656674899677,1.0,0.6299,0.5609,0.5641,0.5028,0.4901
yue,hi,0.1823,21,40,0.0,16647,650,25.610769230769233,0.07283156362415602,1.0,0.8596413094116275,1.0,0.6786,0.6266,0.5903,0.5895,0.1825
yue,pl,0.1959,17,44,0.0,17246,650,26.532307692307693,0.4049278834815912,1.0,0.35411082385769865,1.0,0.6383,0.5905,0.5641,0.5536,0.415
yue,de,0.0305,51,10,0.0,15590,650,23.984615384615385,0.27241931339802755,1.0,0.5293736555161977,1.0,0.7019,0.6201,0.4788,0.5875,0.4417
yue,fro,0.1344,33,28,0.0,17678,650,27.196923076923078,0.0937745835963677,1.0,0.8212445053359367,1.0,0.7185,0.8282,0.5922,0.7079,0.4835
yue,es,0.1777,24,37,0.0,17680,650,27.2,0.14742968391461025,1.0,0.7268761438699413,1.0,0.5989,0.5749,0.5903,0.5423,0.5104
yue,fr,0.0223,52,9,0.0,16448,650,25.304615384615385,0.2057620460579268,1.0,0.6308139274820908,1.0,0.66,0.5911,0.5587,0.5412,0.4778
yue,fi,0.1491,29,32,0.0,18723,650,28.804615384615385,0.3189427368077481,1.0,0.4638389957469203,1.0,0.5868,0.5391,0.4477,0.5198,0.379
yue,grc,0.09,43,18,0.0,17081,650,26.27846153846154,0.17307422740143352,1.0,0.683806233387736,1.0,0.7185,0.8282,0.5922,0.7079,0.4239
yue,no,0.0482,48,13,0.0,20045,650,30.838461538461537,0.1846147253241721,1.0,0.6648531461581753,1.0,0.6257,0.7754,0.5922,0.7079,0.4245
yue,ar,0.1435,30,31,0.0,19738,650,30.366153846153846,4.7672168034857886e-06,1.0,0.9999904655891193,1.0,0.6555,0.6771,0.5922,0.7079,1.0
yue,la,0.0005,60,1,0.0,18400,650,28.307692307692307,0.1715984617000315,1.0,0.6862491086577542,1.0,0.7219,0.8302,0.5922,0.7079,0.4567
yue,et,0.0086,56,5,0.0,26197,650,40.30307692307692,0.3337469262526225,1.0,0.4438931582778285,1.0,0.5132,0.7161,0.5922,0.7079,0.3911
yue,ko,0.125,34,27,0.0,27363,650,42.096923076923076,0.2977608806802764,1.0,0.493139780702941,1.0,0.6649,0.5611,0.4278,0.4805,0.1077
yue,ja,0.1818,22,39,0.0,57256,650,88.08615384615385,0.00031979533098816764,1.0,0.9993605116070774,1.0,0.7164,0.614,0.6466,0.5053,0.1255
yue,ru,0.0192,53,8,0.0,61889,650,95.21384615384615,0.2241205920170711,1.0,0.6019888557319402,1.0,0.6415,0.5876,0.5641,0.5344,0.2408
yue,cs,0.1165,36,25,0.0,87913,650,135.25076923076924,0.17271764924418356,1.0,0.6843960878720697,1.0,0.7219,0.6833,0.5922,0.5978,0.4303
kpv,bxr,0.3002,32,29,0.007945516458569807,927,155,5.980645161290322,0.6023336111441838,0.7762114537444934,0.050179738327749704,1.0,0.718,0.6719,0.6162,0.6552,0.1624
kpv,kmr,0.3074,31,30,0.0011350737797956867,754,155,4.864516129032258,0.3877346961448728,0.7762114537444934,0.25047823061494484,1.0,0.8963,0.5905,0.3333,0.4881,0.1555
kpv,hsb,0.3312,23,38,0.0011350737797956867,646,155,4.167741935483871,0.5423194196193881,0.7762114537444934,0.09079684710468985,1.0,0.718,0.6719,0.6162,0.6552,0.1366
kpv,kk,0.3665,9,52,0.011350737797956867,1078,155,6.95483870967742,0.6191198786039454,0.7762114537444934,0.04095865576225663,1.0,0.8485,0.9313,1.0,0.6552,0.128
kpv,hy,0.3492,18,43,0.0022701475595913734,564,155,3.638709677419355,0.5479001354751306,0.7762114537444934,0.08651567281958907,1.0,0.6905,0.5624,0.4327,0.4592,0.1375
kpv,swl,0.1174,59,2,0.0011350737797956867,203,155,1.3096774193548386,0.4872907625542468,0.7762114537444934,0.1385470224089269,1.0,0.718,0.6719,0.6162,0.6552,0.105
kpv,lt,0.3679,8,53,0.0011350737797956867,263,155,1.696774193548387,0.5654157163591126,0.7762114537444934,0.07375025992629708,1.0,0.6969,0.5292,0.2163,0.4572,0.0988
kpv,be,0.3665,9,52,0.012485811577752554,393,155,2.535483870967742,0.5525618374558304,0.7762114537444934,0.08301875593393393,1.0,0.7198,0.8604,0.6162,0.6552,0.1025
kpv,mr,0.3398,20,41,0.0011350737797956867,466,155,3.0064516129032257,0.5290718671000361,0.7762114537444934,0.10137352265036405,1.0,0.7149,0.6375,0.6162,0.5529999999999999,0.26899999999999996
kpv,cop,0.2628,36,25,0.0011350737797956867,514,155,3.3161290322580643,0.4940717882085432,0.7762114537444934,0.13211988912980663,1.0,0.7083,0.8549,0.6162,0.6552,0.2095
kpv,ta,0.324,25,36,0.0011350737797956867,600,155,3.870967741935484,0.5614149588826524,0.7762114537444934,0.07657628378796368,1.0,0.7268,0.6483,0.6162,0.5638,0.3117
kpv,ga,0.3182,28,33,0.0011350737797956867,1020,155,6.580645161290323,0.3499300699300699,0.7762114537444934,0.3016009048169297,1.0,0.7116,0.633,0.6162,0.5436,0.182
kpv,hu,0.3564,15,46,0.0022701475595913734,1800,155,11.612903225806452,0.4546198320061089,0.7762114537444934,0.1716521935957454,0.5,0.6046,0.5061,0.2048,0.4655,0.1431
kpv,te,0.3578,14,47,0.0011350737797956867,1328,155,8.567741935483872,0.34461966604823746,0.7762114537444934,0.3091621016714887,1.0,0.6854,0.5783,0.2163,0.5765,0.2795
kpv,af,0.2383,39,22,0.0011350737797956867,1934,155,12.477419354838709,0.20348486540824304,0.7762114537444934,0.5444206589692601,1.0,0.7529,0.6388,0.6162,0.535,0.4901
kpv,vi,0.3744,7,54,0.0011350737797956867,3000,155,19.35483870967742,0.15680435614923213,0.7762114537444934,0.6367841738318578,1.0,0.6257,0.5803,0.4407,0.5864,0.3183
kpv,ug,0.3924,3,58,0.0022701475595913734,3456,155,22.296774193548387,0.4374610522567435,0.7762114537444934,0.19045814207260123,1.0,0.73,0.8740000000000001,1.0,0.6552,0.1375
kpv,el,0.1915,53,8,0.0011350737797956867,2521,155,16.26451612903226,0.2837253360022877,0.7762114537444934,0.40255747220620347,1.0,0.7412,0.6055,0.2048,0.5398,0.1539
kpv,sme,0.3549,16,45,0.0022701475595913734,3122,155,20.141935483870967,0.4513223794042703,0.7762114537444934,0.17519032557771408,0.8,0.5511,0.7852,0.6162,0.6552,0.0764
kpv,gl,0.2714,35,26,0.0011350737797956867,3993,155,25.761290322580646,0.23027218766153898,0.7762114537444934,0.49468480369156076,1.0,0.7837,0.6338,0.6162,0.5148,0.228
kpv,sr,0.3636,12,49,0.0011350737797956867,3891,155,25.10322580645161,0.3111760696308725,0.7762114537444934,0.3589317733674957,1.0,0.6936,0.8385,0.8485,0.6552,0.1502
kpv,got,0.1476,57,4,0.0011350737797956867,5401,155,34.84516129032258,0.1811019353439708,0.7762114537444934,0.5878055731255915,1.0,0.7952,0.8967,0.6162,0.6552,0.1217
kpv,tr,0.3643,11,50,0.0011350737797956867,5635,155,36.354838709677416,0.5061541783632045,0.7762114537444934,0.12104634200653656,1.0,0.76,0.5621,0.2048,0.4678,0.1524
kpv,zh,0.3456,19,42,0.0011350737797956867,4997,155,32.23870967741936,0.9869043288468534,0.7762114537444934,0.07367830145788794,1.0,0.718,0.6719,0.6162,0.6552,1.0
kpv,ur,0.2174,45,16,0.0011350737797956867,5130,155,33.096774193548384,0.10564061179587518,0.7762114537444934,0.7463271433716565,1.0,0.6561,0.6352,0.6162,0.5832,0.2213
kpv,cu,0.1613,56,5,0.019296254256526674,6337,155,40.883870967741935,0.19595240163293667,0.7762114537444934,0.5588352012554543,1.0,0.718,0.6719,0.6162,0.6552,0.1512
kpv,sv,0.3391,21,40,0.0011350737797956867,6026,155,38.87741935483871,0.2404336943809909,0.7762114537444934,0.4764411558615754,1.0,0.674,0.6558,0.6162,0.6035,0.0994
kpv,da,0.2304,43,18,0.0011350737797956867,5512,155,35.561290322580646,0.2897915761056075,0.7762114537444934,0.39270147684495493,1.0,0.5801,0.7973,0.6162,0.6552,0.1348
kpv,id,0.2167,46,15,0.0022701475595913734,5593,155,36.08387096774194,0.29277811458017583,0.7762114537444934,0.38789403509421694,1.0,0.629,0.4983,0.2804,0.4445,0.4567
kpv,uk,0.4053,2,59,0.028376844494892167,5873,155,37.89032258064516,0.4399821508255243,0.7762114537444934,0.18763377950776186,1.0,0.6104,0.5672,0.6162,0.4592,0.1271
kpv,fa,0.1893,54,7,0.0011350737797956867,5997,155,38.69032258064516,0.15688157524207003,0.7762114537444934,0.6366254128767688,1.0,0.718,0.6719,0.6162,0.6552,1.0
kpv,he,0.2757,34,27,0.0011350737797956867,6216,155,40.10322580645161,0.4067013046511386,0.7762114537444934,0.22661708506135847,1.0,0.7161,0.6966,0.6162,0.6117,0.1958
kpv,eu,0.311,29,32,0.0011350737797956867,8993,155,58.019354838709674,0.35195278801662616,0.7762114537444934,0.2987454845861621,1.0,0.7196,0.5756,0.2163,0.4914,0.2083
kpv,lv,0.2318,42,19,0.0022701475595913734,7703,155,49.696774193548386,0.37546297265061,0.7762114537444934,0.2665530622386717,1.0,0.7422,0.7744,0.2048,0.6552,0.0919
kpv,sl,0.2347,40,21,0.0011350737797956867,8000,155,51.61290322580645,0.3676498731122853,0.7762114537444934,0.2770479597846754,1.0,0.5713,0.5396,0.6162,0.4445,0.157
kpv,hr,0.3506,17,44,0.0011350737797956867,8889,155,57.348387096774196,0.2981575694863614,0.7762114537444934,0.3793094028515727,1.0,0.6875,0.5025,0.6162,0.3548,0.1571
kpv,ro,0.324,25,36,0.0011350737797956867,9524,155,61.44516129032258,0.2570438554726763,0.7762114537444934,0.44735785366267766,1.0,0.6418,0.48200000000000004,0.2163,0.3995,0.1357
kpv,sk,0.3081,30,31,0.0022701475595913734,10604,155,68.41290322580645,0.4130087201061381,0.7762114537444934,0.21894655861503654,1.0,0.718,0.6719,0.6162,0.6552,0.1378
kpv,bg,0.3772,6,55,0.0510783200908059,11138,155,71.85806451612903,0.28919503250418754,0.7762114537444934,0.39366528286542674,1.0,0.6104,0.5204,0.0,0.5152,0.1485
kpv,pt,0.3197,27,34,0.0011350737797956867,12078,155,77.92258064516129,0.19858954536165552,0.7762114537444934,0.553767189434911,1.0,0.6969,0.5935,0.6162,0.467,0.2209
kpv,nl,0.1994,50,11,0.0011350737797956867,13583,155,87.63225806451612,0.2163749886307094,0.7762114537444934,0.5201903269496909,1.0,0.7422,0.633,0.6162,0.5255,0.1562
kpv,en,0.3254,24,37,0.0022701475595913734,16622,155,107.23870967741935,0.1746279711803919,0.7762114537444934,0.6006641512632972,1.0,0.6456,0.5625,0.2804,0.5537,0.1669
kpv,it,0.1973,51,10,0.0011350737797956867,14167,155,91.4,0.20905399119075654,0.7762114537444934,0.5338843715269075,1.0,0.7019,0.5903,0.6162,0.4345,0.1764
kpv,ca,0.2001,49,12,0.0011350737797956867,16678,155,107.6,0.14310696846691084,0.7762114537444934,0.6652588900768205,1.0,0.6875,0.4985,0.0,0.4429,0.2032
kpv,hi,0.221,44,17,0.0011350737797956867,16647,155,107.4,0.07283156362415602,0.7762114537444934,0.8211449026312964,1.0,0.6639,0.5716,0.2048,0.5685,0.2312
kpv,pl,0.3808,4,57,0.0022701475595913734,17246,155,111.26451612903226,0.4049278834815912,0.7762114537444934,0.22879754989222567,1.0,0.617,0.486,0.0,0.4394,0.1242
kpv,de,0.2109,48,13,0.0011350737797956867,15590,155,100.58064516129032,0.27241931339802755,0.7762114537444934,0.421252684812028,1.0,0.7197,0.5791,0.3333,0.5328,0.152
kpv,fro,0.1425,58,3,0.0011350737797956867,17678,155,114.0516129032258,0.0937745835963677,0.7762114537444934,0.7729739735652535,1.0,0.7655,0.8823,0.6162,0.6552,0.1884
kpv,es,0.3369,22,39,0.0011350737797956867,17680,155,114.06451612903226,0.14742968391461025,0.7762114537444934,0.6562053846925332,1.0,0.6779999999999999,0.5717,0.3613,0.5114,0.2207
kpv,fr,0.2167,46,15,0.0022701475595913734,16448,155,106.11612903225806,0.2057620460579268,0.7762114537444934,0.5400999950354319,1.0,0.7236,0.5792,0.3333,0.5309,0.1798
kpv,fi,0.2765,33,28,0.0011350737797956867,18723,155,120.79354838709678,0.3189427368077481,0.7762114537444934,0.34704267991394544,0.75,0.5168,0.5038,0.2804,0.5219,0.07
kpv,grc,0.1749,55,6,0.0011350737797956867,17081,155,110.2,0.17307422740143352,0.7762114537444934,0.6037708968126908,1.0,0.7655,0.8823,0.6162,0.6552,0.172
kpv,no,0.1937,52,9,0.0011350737797956867,20045,155,129.32258064516128,0.1846147253241721,0.7762114537444934,0.5808867007451115,1.0,0.6667,0.8356,0.6162,0.6552,0.1167
kpv,ar,0.2534,38,23,0.0011350737797956867,19738,155,127.34193548387097,4.7672168034857886e-06,0.7762114537444934,0.9999877167435725,1.0,0.718,0.6719,0.6162,0.6552,1.0
kpv,la,0.0,60,1,0.0011350737797956867,18400,155,118.70967741935483,0.1715984617000315,0.7762114537444934,0.60672914388592,1.0,0.7589,0.879,0.6162,0.6552,0.1822
kpv,et,0.2549,37,24,0.0022701475595913734,26197,155,169.01290322580644,0.3337469262526225,0.7762114537444934,0.32493524740510354,0.6667,0.4245,0.7371,0.6162,0.6552,0.0869
kpv,ko,0.3808,4,57,0.0011350737797956867,27363,155,176.53548387096774,0.2977608806802764,0.7762114537444934,0.3799391654291827,1.0,0.6735,0.6305,0.5,0.6094,0.2754
kpv,ja,0.2333,41,20,0.0,57256,155,369.39354838709676,0.00031979533098816764,0.7762114537444934,0.9991761795000887,1.0,0.7935,0.6501,0.4327,0.5884,0.304
kpv,ru,0.4384,1,60,0.07150964812712826,61889,155,399.28387096774196,0.2241205920170711,0.7762114537444934,0.5058957415027057,1.0,0.6169,0.5061,0.0,0.4539,0.0748
kpv,cs,0.36,13,48,0.0011350737797956867,87913,155,567.1806451612903,0.17271764924418356,0.7762114537444934,0.6044850134188762,1.0,0.6941,0.5477,0.6162,0.3685,0.1406
sa,bxr,0.2583,9,52,0.0021231422505307855,927,230,4.030434782608696,0.6023336111441838,0.6564459930313589,0.006795091330350556,1.0,0.804,0.7128,0.0002,0.6416,0.212
sa,kmr,0.2569,10,51,0.0010615711252653928,754,230,3.2782608695652176,0.3877346961448728,0.6564459930313589,0.16756134838518003,0.75,0.7502,0.6604,0.5456,0.5833,0.1895
sa,hsb,0.2008,27,34,0.0021231422505307855,646,230,2.8086956521739133,0.5423194196193881,0.6564459930313589,0.03022564328179115,0.8333,0.804,0.7128,0.0002,0.6416,0.3194
sa,kk,0.254,11,50,0.0021231422505307855,1078,230,4.6869565217391305,0.6191198786039454,0.6564459930313589,0.0032331627218452562,1.0,0.5354,0.8435,0.879,0.6416,0.1325
sa,hy,0.2307,19,42,0.0021231422505307855,564,230,2.4521739130434783,0.5479001354751306,0.6564459930313589,0.027341888299859743,0.75,0.7684,0.6757,0.6162,0.5471,0.1882
sa,swl,0.1085,47,14,0.0010615711252653928,203,230,0.8826086956521739,0.4872907625542468,0.6564459930313589,0.06640073077012078,1.0,0.804,0.7128,0.0002,0.6416,0.3226
