Target lang,Transfer lang,Accuracy,Rank,Accuracy level,Entity overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
uk,xh,0.05,49,5,0.0002,218,10000,0.0218,1.0,0.7105,0.5472,0.0002,0.4118,0.4405
uk,yo,0.14,37,17,0.0001,7227,10000,0.7227,1.0,0.6502,0.5513,0.5922,0.3673,0.248
uk,zu,0.12,38,16,0.0001,462,10000,0.0462,1.0,0.6927,0.6071,0.5228,0.441,0.4098
ug,am,0.21,14,40,0.0,2028,1167,1.737789203084833,1.0,0.5889,0.7319,0.7736,0.6597,0.2615
ug,ar,0.12,40,14,0.0,10000,1167,8.56898029134533,1.0,0.6936,0.8122,0.7877,0.0,1.0
ug,az,0.29,2,52,0.006855184233076264,10000,1167,8.56898029134533,1.0,0.6936,0.8122,0.7877,0.0,1.0
ug,bn,0.21,14,40,0.0,10000,1167,8.56898029134533,1.0,0.674,0.8461,1.0,0.5983,0.1188
ug,ca,0.2,18,36,0.0,10000,1167,8.56898029134533,1.0,0.86,0.9263,1.0,0.6461,0.2999
ug,ceb,0.17,30,24,0.0,10000,1167,8.56898029134533,1.0,0.9119,0.9589,0.7877,0.713,0.2911
ug,ckb,0.2,18,36,0.002570694087403599,6279,1167,5.380462724935732,1.0,0.768,0.7837,0.7877,0.0,0.1506
ug,de,0.19,22,32,0.0,10000,1167,8.56898029134533,1.0,0.665,0.8019,0.8934,0.6153,0.2519
ug,fa,0.15,37,17,0.0,10000,1167,8.56898029134533,1.0,0.6936,0.8122,0.7877,0.0,1.0
ug,fr,0.16,33,21,0.0,10000,1167,8.56898029134533,1.0,0.7454,0.8587,1.0,0.6025,0.2888
ug,ha,0.16,33,21,0.00856898029134533,1071,1167,0.9177377892030848,1.0,0.8337,0.9058,1.0,0.6328,0.3811
ug,hi,0.24,4,50,0.0,10000,1167,8.56898029134533,1.0,0.6108,0.8047,1.0,0.5363,0.1045
ug,hu,0.19,22,32,0.001713796058269066,10000,1167,8.56898029134533,1.0,0.612,0.7695,1.0,0.6461,0.2298
ug,ilo,0.18,28,26,0.00856898029134533,3549,1167,3.0411311053984575,1.0,0.8681,0.9316,0.7877,0.6643,0.2475
ug,id,0.22,8,46,0.004284490145672665,10000,1167,8.56898029134533,1.0,0.8231,0.8838,0.8886,0.669,0.3209
ug,it,0.19,22,32,0.0,10000,1167,8.56898029134533,1.0,0.7779,0.8601,0.7877,0.6737,0.2633
ug,jv,0.19,22,32,0.011996572407883462,9243,1167,7.920308483290489,1.0,0.8749,0.9670000000000001,1.0,0.611,0.2903
ug,kk,0.18,28,26,0.0,10000,1167,8.56898029134533,0.5714,0.7125,0.6983,0.6082,0.0,0.0578
ug,rw,0.12,40,14,0.005141388174807198,864,1167,0.7403598971722365,1.0,0.86,0.9316,0.7877,0.6552,0.3533
ug,ky,0.22,8,46,0.000856898029134533,10000,1167,8.56898029134533,0.5714,0.5169,0.7874,0.8934,0.6328,0.0252
ug,ku,0.22,8,46,0.011139674378748929,4006,1167,3.4327335047129393,1.0,0.8378,0.8485,0.7877,0.0,0.1494
ug,lo,0.04,52,2,0.0,521,1167,0.4464438731790917,1.0,0.8539,0.9179,0.7877,0.6643,0.1928
ug,mr,0.23,5,49,0.0,10000,1167,8.56898029134533,1.0,0.6068,0.7975,0.7877,0.6284,0.1437
ug,mt,0.09,48,6,0.003427592116538132,1390,1167,1.1910882604970008,1.0,0.8749,0.9589,0.7877,0.688,0.2749
ug,my,0.04,52,2,0.0,3282,1167,2.8123393316195373,1.0,0.6712,0.8106,0.8976,0.624,0.1431
ug,ms,0.23,5,49,0.000856898029134533,10000,1167,8.56898029134533,1.0,0.6936,0.8122,0.7877,0.0,1.0
ug,nl,0.12,40,14,0.000856898029134533,10000,1167,8.56898029134533,1.0,0.7059,0.8405,0.7877,0.6068,0.27
ug,ny,0.08,49,5,0.003427592116538132,237,1167,0.20308483290488433,1.0,0.9196,0.9248,0.7877,0.0,0.4027
ug,om,0.11,45,9,0.000856898029134533,265,1167,0.22707797772065125,1.0,0.6936,0.8122,0.7877,0.0,1.0
ug,pa,0.22,8,46,0.0,7902,1167,6.77120822622108,1.0,0.5824,0.772,0.7877,0.5732,0.0779
ug,pl,0.19,22,32,0.0,10000,1167,8.56898029134533,1.0,0.7299,0.8424,1.0,0.6597,0.2258
ug,pt,0.16,33,21,0.0,10000,1167,8.56898029134533,1.0,0.7743,0.8675,0.7877,0.6328,0.3263
ug,ro,0.23,5,49,0.001713796058269066,10000,1167,8.56898029134533,1.0,0.7256,0.8415,1.0,0.6552,0.214
ug,ru,0.17,30,24,0.0,10000,1167,8.56898029134533,1.0,0.6998,0.8118,1.0,0.688,0.0629
ug,sn,0.15,37,17,0.005141388174807198,592,1167,0.5072836332476436,1.0,0.9014,0.9527,0.7877,0.6196,0.4229
ug,so,0.13,39,15,0.007712082262210797,1246,1167,1.0676949443016281,1.0,0.6368,0.8136,1.0,0.5983,0.2744
ug,es,0.2,18,36,0.0,10000,1167,8.56898029134533,1.0,0.799,0.8587,0.8831,0.6832,0.3202
ug,sw,0.19,22,32,0.011996572407883462,10000,1167,8.56898029134533,1.0,0.6936,0.8122,0.7877,0.0,1.0
ug,sv,0.12,40,14,0.0,10000,1167,8.56898029134533,1.0,0.7294,0.8525,0.7877,0.6153,0.2225
ug,ta,0.16,33,21,0.0,10000,1167,8.56898029134533,1.0,0.4402,0.723,0.7877,0.6196,0.1842
ug,te,0.21,14,40,0.0,5991,1167,5.133676092544987,1.0,0.4297,0.7788,1.0,0.5608,0.1513
ug,tg,0.22,8,46,0.0,10000,1167,8.56898029134533,1.0,0.7377,0.7555,0.7877,0.0,0.0539
ug,tl,0.21,14,40,0.002570694087403599,10000,1167,8.56898029134533,1.0,0.8819,0.9162,0.8831,0.6552,0.258
ug,th,0.1,47,7,0.0,10000,1167,8.56898029134533,1.0,0.8981,0.9302,0.8886,0.6372,0.1916
ug,ti,0.05,50,4,0.0,81,1167,0.06940874035989718,1.0,0.6018,0.8079999999999999,0.7877,0.6284,0.2485
ug,tk,0.22,8,46,0.007712082262210797,1152,1167,0.987146529562982,0.5,0.5662,0.5720000000000001,0.6082,0.0,0.0941
ug,tr,0.32,1,53,0.002570694087403599,10000,1167,8.56898029134533,0.5714,0.5226,0.7337,1.0,0.6196,0.1928
ug,uk,0.2,18,36,0.0,10000,1167,8.56898029134533,1.0,0.6987,0.8122,0.7877,0.6737,0.2107
ug,uz,0.29,2,52,0.001713796058269066,10000,1167,8.56898029134533,1.0,0.6936,0.8122,0.7877,0.0,1.0
ug,vi,0.12,40,14,0.003427592116538132,10000,1167,8.56898029134533,1.0,0.8627,0.9171,0.8934,0.6153,0.1887
ug,xh,0.05,50,4,0.001713796058269066,218,1167,0.1868037703513282,1.0,0.8058,0.9022,0.7877,0.6416,0.491
ug,yo,0.17,30,24,0.01456726649528706,7227,1167,6.19280205655527,1.0,0.8883,0.9382,1.0,0.6832,0.4167
ug,zu,0.11,45,9,0.000856898029134533,462,1167,0.39588688946015427,1.0,0.7877,0.8752,1.0,0.6643,0.4557
