Target lang, Source lang,Transfer lang,BLEU,Rank,BLEU level,Overlap word-level,Overlap subword-level,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC,GENETIC_2,SYNTACTIC_2,FEATURAL_2,PHONOLOGICAL_2,INVENTORY_2,GEOGRAPHIC_2
eng,fra,ind,0.3734,33,21,0.04780358441336242,0.05541810984661059,87406.0,192304.0,0.4545199267825942,0.058781365895540776,0.045360873894685384,0.08753345072177743,1.0,0.56,0.5,0.4270000000000001,0.4688,0.6,0.9375,0.4569,0.4635,0.42700000000000005,0.4753,0.0297
eng,fra,glg,0.3807,1,53,0.014705565838749947,0.0499534595097735,10017.0,192304.0,0.052089400116482235,0.18636588199164145,0.045360873894685384,9.662872520112847,0.4375,0.64,0.6,0.5456,0.4938,0.0,0.9375,0.4569,0.4635,0.42700000000000005,0.4753,0.0297
eng,fra,por,0.379,7,47,0.060222668934591,0.06588860071631468,184755.0,192304.0,0.9607444462933687,0.05381681065684573,0.045360873894685384,0.03475046555429075,0.4375,0.46,0.5,0.5456,0.3947,0.0,0.9375,0.4569,0.4635,0.42700000000000005,0.4753,0.0297
eng,fra,urd,0.3738,31,23,0.0019192173338092367,0.02131056504234347,5977.0,192304.0,0.0310809967551377,0.10266842926010657,0.045360873894685384,1.5961030947628103,0.9375,0.7,0.6,0.5456,0.5194,0.3,0.9375,0.4569,0.4635,0.42700000000000005,0.4753,0.0297
eng,fra,ita,0.3734,33,21,0.06145452382233881,0.06888888888888889,204503.0,192304.0,1.063436017971545,0.05794089954586092,0.045360873894685384,0.07691308434991856,0.5625,0.55,0.5,0.5456,0.4379,0.0,0.9375,0.4569,0.4635,0.42700000000000005,0.4753,0.0297
eng,fra,spa,0.3733,35,19,0.05921592927175644,0.06727451946771809,196036.0,192304.0,1.0194067726100342,0.05430280996559714,0.045360873894685384,0.03885977624535178,0.4375,0.41,0.5,0.4788,0.5804,0.0,0.9375,0.4569,0.4635,0.42700000000000005,0.4753,0.0297
eng,fra,ell,0.3743,27,27,0.015128312077379991,0.01960179991370277,134327.0,192304.0,0.6985138114651801,0.07802984301506978,0.045360873894685384,0.518690191079805,0.8333,0.47,0.5,0.3862,0.5849,0.1,0.9375,0.4569,0.4635,0.42700000000000005,0.4753,0.0297
eng,fra,ben,0.3772,14,40,0.0002620246531021441,0.006511627906976744,4649.0,192304.0,0.02417526416507197,0.2354568046388585,0.045360873894685384,17.562357563744474,0.875,0.67,0.5,0.4407,0.4753,0.4,0.9375,0.4569,0.4635,0.42700000000000005,0.4753,0.0297
eng,fra,jpn,0.3662,51,3,0.001487645662494605,0.011386430678466076,204091.0,192304.0,1.0612935768366754,0.8502871415102725,0.045360873894685384,314.8831162428735,1.0,0.71,0.6,0.4407,0.5052,0.5,0.9375,0.4569,0.4635,0.42700000000000005,0.4753,0.0297
eng,fra,msa,0.3756,21,33,0.007130887230028242,0.04471115800580322,5220.0,192304.0,0.02714452117480656,0.1694119212346993,0.045360873894685384,7.478905486883921,1.0,0.57,0.6,0.5456,0.6025,1.0,0.9375,0.4569,0.4635,0.42700000000000005,0.4753,0.0297
eng,fra,nld,0.3720000000000001,41,13,0.057439362491856924,0.07272165585418597,183767.0,192304.0,0.9556067476495548,0.058215454890481126,0.045360873894685384,0.08030693011888561,0.9375,0.51,0.5,0.5456,0.3411,0.0,0.9375,0.4569,0.4635,0.42700000000000005,0.4753,0.0297
eng,fra,hrv,0.3746,26,28,0.029228605865809564,0.046344929864672806,122091.0,192304.0,0.6348853897994842,0.10575350768810632,0.045360873894685384,1.7725770194180368,0.9375,0.79,0.6,0.5456,0.483,0.1,0.9375,0.4569,0.4635,0.42700000000000005,0.4753,0.0297
eng,fra,heb,0.3731,36,18,0.006545290226791194,0.014825208956134463,211820.0,192304.0,1.1014851485148516,0.09747334903618313,0.045360873894685384,1.319837842421778,1.0,0.47,0.6,0.5456,0.6082,0.2,0.9375,0.4569,0.4635,0.42700000000000005,0.4753,0.0297
eng,fra,mon,0.3769,16,38,0.0018347498271208368,0.014346934972983044,7607.0,192304.0,0.03955715949746235,0.2306787779407957,0.045360873894685384,16.690599406760175,1.0,0.57,0.6,0.5456,0.6025,1.0,0.9375,0.4569,0.4635,0.42700000000000005,0.4753,0.0297
eng,fra,hin,0.3779,10,44,0.0025088867409297144,0.015960408289514384,18798.0,192304.0,0.09775147682835512,0.09039212919907057,0.045360873894685384,0.9855196356881282,0.9375,0.58,0.5,0.2677,0.4618,0.3,0.9375,0.4569,0.4635,0.42700000000000005,0.4753,0.0297
eng,est,eus,0.0428,52,2,0.004363253595015364,0.02826127643645892,5182.0,10738.0,0.4825852113987707,0.3089201877934272,0.2789245014245014,0.011564963785009156,1.0,0.64,0.8,0.6409999999999999,0.669,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,slk,0.139,12,42,0.006772949880170887,0.030785496610485723,61470.0,10738.0,5.724529707580557,0.15189814404199045,0.2789245014245014,0.2074026771263604,1.0,0.66,0.8,0.0002,0.0,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,mya,0.1175,40,14,0.002504714128153129,0.016190062651200297,21497.0,10738.0,2.0019556714471967,0.5593295152337758,0.2789245014245014,1.0106440388491065,1.0,0.75,0.9,0.5228,0.624,0.3,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,kor,0.1321,25,29,0.0012553422570771686,0.015261798544259216,205640.0,10738.0,19.15067982864593,0.15493566828721153,0.2789245014245014,0.19760221789515106,1.0,0.62,0.7,0.6409999999999999,0.6737,0.4,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,lit,0.1418,7,47,0.005044659876913022,0.030214485545539318,41919.0,10738.0,3.903799590240268,0.2006074442648472,0.2789245014245014,0.07883868816166527,1.0,0.54,0.7,0.6409999999999999,0.6506,0.0,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,ara,0.128,31,23,0.0013660572245406124,0.012719858803481223,214111.0,10738.0,19.93956043956044,0.09793782780711062,0.2789245014245014,0.4210366149464356,1.0,0.66,0.8,0.0002,0.0,1.0,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,ces,0.1452,4,50,0.006142701065792635,0.03202780708832475,103094.0,10738.0,9.600856770348297,0.12407758730349787,0.2789245014245014,0.3081993929072717,1.0,0.55,0.7,0.0002,0.6784,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,epo,0.1085,43,11,0.005712582584074313,0.027743142144638404,6536.0,10738.0,0.6086794561370833,0.2440067115636564,0.2789245014245014,0.01567184627883549,1.0,0.77,0.8,0.0002,0.0,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,fin,0.12300000000000001,37,17,0.009331447495515384,0.04650438896843678,24222.0,10738.0,2.2557273235239337,0.2896986479145289,0.2789245014245014,0.0014920810727143186,0.5,0.41,0.7,0.5687,0.6506,0.0,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,sqi,0.1276,32,22,0.008655777466176526,0.035278745644599305,44525.0,10738.0,4.146489104116223,0.11929309320584595,0.2789245014245014,0.327539256482708,1.0,0.66,0.8,0.0002,0.0,1.0,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,vie,0.1416,8,46,0.013000629062696582,0.038211432464234835,171995.0,10738.0,16.017414788601233,0.01703206375296993,0.2789245014245014,0.8816020374333456,1.0,0.61,0.8,0.5456,0.6153,0.4,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,fra,0.1343,21,33,0.007575065704689133,0.035056151889309425,192304.0,10738.0,17.90873533246415,0.045360873894685384,0.2789245014245014,0.7011922261790735,1.0,0.59,0.8,0.5456,0.6025,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,mkd,0.1232,35,19,0.0029844807003581377,0.013158711439389235,25335.0,10738.0,2.359377910225368,0.15146630461614416,0.2789245014245014,0.20881524845524269,1.0,0.54,0.8,0.0002,0.6737,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,bos,0.0549,50,4,0.006386066763425254,0.02750062359690696,5664.0,10738.0,0.5274725274725275,0.2864072802025621,0.2789245014245014,0.000719701620952834,1.0,0.42,0.4,0.0002,0.0,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,swe,0.1383,15,39,0.009863964892072323,0.03792353124028598,56647.0,10738.0,5.275377165207674,0.09793445344690482,0.2789245014245014,0.4210523149138916,1.0,0.54,0.7,0.0002,0.6153,0.0,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,pol,0.1377,16,38,0.0051247378838654035,0.03275027912169706,176378.0,10738.0,16.425591357794747,0.1171314912318414,0.2789245014245014,0.33646986936175177,1.0,0.5,0.7,0.6162,0.6597,0.0,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,fas,0.1384,14,40,0.002021444423647691,0.01323935029114312,150965.0,10738.0,14.058949525051222,0.04914039052639592,0.2789245014245014,0.6786825121569343,1.0,0.66,0.8,0.0002,0.0,1.0,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,kur,0.1197,38,16,0.0007913007964059629,0.007139752902464767,10440.0,10738.0,0.9722480908921588,0.22891671826263715,0.2789245014245014,0.03214414471375576,1.0,0.82,0.8,0.0002,0.0,0.2,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,hun,0.1455,3,51,0.0039168135108257575,0.03126163007071083,147220.0,10738.0,13.710188116967778,0.15307856490195398,0.2789245014245014,0.20356591571997765,0.5,0.48,0.7,0.5922,0.6461,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,slv,0.1289,29,25,0.007704399263686944,0.029459392127553562,19831.0,10738.0,1.8468057366362447,0.2060847233614264,0.2789245014245014,0.06819678431254189,1.0,0.43,0.7,0.0002,0.669,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,ron,0.1349,20,34,0.0066648937258351575,0.035315985130111534,180543.0,10738.0,16.813466194822126,0.06944401213123495,0.2789245014245014,0.56404509688998,1.0,0.52,0.7,0.6409999999999999,0.6552,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,rus,0.1481,2,52,0.001942736257641379,0.014731262327416174,208458.0,10738.0,19.413112311417397,0.0964285880092507,0.2789245014245014,0.4280879041660605,1.0,0.54,0.7,0.6162,0.688,0.2,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,srp,0.1402,9,45,0.004164628707886181,0.028231060371036794,136898.0,10738.0,12.74892903706463,0.11816137254058205,0.2789245014245014,0.3321999550731265,1.0,0.62,0.6,0.8278,0.0,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,tam,0.1059,44,10,0.002100872318723644,0.012072935465803722,6224.0,10738.0,0.579623766064444,0.3562306111760203,0.2789245014245014,0.0768164631334832,1.0,0.67,0.8,0.0002,0.6196,0.4,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,kaz,0.1052,46,8,0.00195995044653588,0.011,3317.0,10738.0,0.3089029614453343,0.4085868404479615,0.2789245014245014,0.21609980378104235,1.0,0.87,0.9,0.879,0.0,0.2,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,mar,0.1058,45,9,0.0008017609586145571,0.00808055693684734,9840.0,10738.0,0.9163717638293908,0.23222498323669785,0.2789245014245014,0.028031831167689727,1.0,0.62,0.8,0.0002,0.6284,0.3,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,ukr,0.1439,6,48,0.0022155932673713786,0.013910355486862442,108495.0,10738.0,10.103836841124977,0.1235396855198613,0.2789245014245014,0.31034433646294685,1.0,0.46,0.7,0.0002,0.6737,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,tha,0.1281,30,24,0.001207949802360616,0.017369727047146403,98064.0,10738.0,9.13242689513876,0.7771632165854434,0.2789245014245014,3.1908148970591266,1.0,0.67,0.8,0.5687,0.6372,0.4,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,bel,0.0678,49,5,0.002276201800577544,0.011588785046728972,4509.0,10738.0,0.4199105978766996,0.32939465855533645,0.2789245014245014,0.03274130479553436,1.0,0.62,0.6,0.0002,0.0,0.0,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,tur,0.1298,27,27,0.004177716317891537,0.0326403971455166,182470.0,10738.0,16.992922331905383,0.13287653786615888,0.2789245014245014,0.2741685786010907,1.0,0.65,0.8,0.5922,0.6196,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,aze,0.0403,53,1,0.005041613316261203,0.027933657563287192,5946.0,10738.0,0.5537344011920283,0.3250306645851918,0.2789245014245014,0.02732402252898025,1.0,0.66,0.8,0.0002,0.0,1.0,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,deu,0.1395,10,44,0.006206554121151936,0.03424105204391787,168112.0,10738.0,15.65580182529335,0.07198867212083071,0.2789245014245014,0.5504248753769158,1.0,0.61,0.8,0.5456,0.6153,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,bul,0.1502,1,53,0.002264499851122847,0.013468634686346865,174444.0,10738.0,16.245483330229092,0.07766785448046865,0.2789245014245014,0.5206275365837607,1.0,0.43,0.7,0.6162,0.6416,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,nob,0.1232,35,19,0.010181857053140744,0.03300946686596911,15825.0,10738.0,1.4737381262804992,0.138628018572844,0.2789245014245014,0.2529998341150104,1.0,0.49,0.8,0.5922,0.5898,0.0,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,kat,0.1186,39,15,0.0020630496941619315,0.011625015541464627,13193.0,10738.0,1.2286273048984913,0.2909344954921987,0.2789245014245014,0.0018540107794687273,1.0,0.56,0.7,0.5687,0.6832,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,dan,0.1328,24,30,0.010150960699867831,0.035978375691294355,44940.0,10738.0,4.185136897001303,0.09555254992441722,0.2789245014245014,0.4322076831911951,1.0,0.43,0.4,0.0002,0.0,0.0,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,hye,0.1296,28,26,0.0022207556854488128,0.013493346598681757,21360.0,10738.0,1.9891972434345315,0.18535942978485245,0.2789245014245014,0.11252633601951104,1.0,0.59,0.7,0.6162,0.6737,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,cmn,0.1242,34,20,0.0008170500073053883,0.011351789644387815,199855.0,10738.0,18.611938908549078,0.9499830149626328,0.2789245014245014,5.7882522613708405,1.0,0.53,0.7,0.5687,0.624,0.3,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,ind,0.136,19,35,0.01190248482846163,0.038086362224293256,87406.0,10738.0,8.139877072080463,0.058781365895540776,0.2789245014245014,0.6229267269787421,1.0,0.56,0.7,0.5687,0.669,0.5,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,glg,0.0957,47,7,0.007797125648518099,0.02923575614013216,10017.0,10738.0,0.9328552803129074,0.18636588199164145,0.2789245014245014,0.11011853007619396,1.0,0.73,0.9,0.0002,0.6552,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,por,0.1338,23,31,0.007547243594130356,0.034054959369766144,184755.0,10738.0,17.205718010802755,0.05381681065684573,0.2789245014245014,0.6513393775644638,1.0,0.51,0.7,0.0002,0.6328,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,urd,0.11699999999999999,41,13,0.002167616197655905,0.017302727970417917,5977.0,10738.0,0.556621344756938,0.10266842926010657,0.2789245014245014,0.3993142828680813,1.0,0.52,0.8,0.0002,0.6025,0.3,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,ita,0.1375,17,37,0.007069762676263784,0.03478638308426862,204503.0,10738.0,19.044794188861985,0.05794089954586092,0.2789245014245014,0.6276922479049202,1.0,0.55,0.7,0.0002,0.6737,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,spa,0.1341,22,32,0.0069559168767933215,0.03397487468283929,196036.0,10738.0,18.256286086794557,0.05430280996559714,0.2789245014245014,0.6485299775329324,1.0,0.55,0.7,0.5922,0.6832,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,ell,0.1446,5,49,0.003419414836540525,0.015046439628482972,134327.0,10738.0,12.509498975600671,0.07802984301506978,0.2789245014245014,0.5187563764025312,1.0,0.59,0.7,0.5922,0.6929,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,ben,0.047,51,3,0.0002993801070724148,0.00598056316969848,4649.0,10738.0,0.4329484075246787,0.2354568046388585,0.2789245014245014,0.02428622011895085,1.0,0.65,0.8,0.6162,0.5983,0.3,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,jpn,0.1259,33,21,0.0004207699769379509,0.009658114593825916,204091.0,10738.0,19.00642577761222,0.8502871415102725,0.2789245014245014,4.1961436591055525,1.0,0.72,0.8,0.6162,0.6597,0.4,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,msa,0.0935,48,6,0.007110648629899409,0.03505400569876085,5220.0,10738.0,0.4861240454460794,0.1694119212346993,0.2789245014245014,0.1541539621906883,1.0,0.66,0.8,0.0002,0.0,1.0,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,nld,0.1394,11,43,0.007909572428678945,0.0387909632571996,183767.0,10738.0,17.113708325572734,0.058215454890481126,0.2789245014245014,0.6261334969151121,1.0,0.6,0.8,0.0002,0.6068,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,hrv,0.1387,13,41,0.006639441329107311,0.03320918684047176,122091.0,10738.0,11.369994412367294,0.10575350768810632,0.2789245014245014,0.3854579145260013,1.0,0.74,0.9,0.0002,0.6832,0.1,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,heb,0.1364,18,36,0.0015556790221446144,0.012746660129917882,211820.0,10738.0,19.72620599739244,0.09747334903618313,0.2789245014245014,0.4232004594822619,1.0,0.62,0.7,0.0002,0.7028,0.2,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,mon,0.1147,42,12,0.0024445031712473572,0.013289243823309208,7607.0,10738.0,0.7084186999441237,0.2306787779407957,0.2789245014245014,0.029918810006205783,1.0,0.66,0.8,0.0002,0.0,1.0,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,est,hin,0.1306,26,28,0.002338601091347176,0.0129878200347999,18798.0,10738.0,1.7506053268765134,0.09039212919907057,0.2789245014245014,0.4568761982366058,1.0,0.58,0.8,0.5922,0.5363,0.3,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
eng,mkd,eus,0.2392,38,16,0.00204688097263838,0.012922465208747515,5182.0,25335.0,0.20453917505427274,0.3089201877934272,0.15146630461614416,1.0806242068235488,1.0,0.68,0.6,0.6409999999999999,0.4569,0.1,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,slk,0.27,12,42,0.003806221273801707,0.014678558156819024,61470.0,25335.0,2.4262877442273534,0.15189814404199045,0.15146630461614416,8.128539487262959e-06,0.5714,0.73,0.7,0.0002,0.6737,0.0,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,mya,0.1515,51,3,0.0012843123398450225,0.009636767976278724,21497.0,25335.0,0.8485099664495757,0.5593295152337758,0.15146630461614416,7.2509850116597425,1.0,0.84,0.7,0.5228,0.5106,0.4,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,kor,0.24600000000000002,34,20,0.0012154251753876402,0.013214056013564872,205640.0,25335.0,8.116834418788237,0.15493566828721153,0.15146630461614416,0.0005246474825142217,1.0,0.75,0.7,0.6409999999999999,0.5861,0.4,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,lit,0.2525,28,26,0.003388808062169547,0.014239722634967806,41919.0,25335.0,1.6545885139135583,0.2006074442648472,0.15146630461614416,0.10525879368289803,0.5,0.69,0.5,0.6409999999999999,0.392,0.1,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,ara,0.2599,21,33,0.0017552318368717868,0.0130924960601285,214111.0,25335.0,8.451194000394711,0.09793782780711062,0.15146630461614416,0.12489288879236653,1.0,0.73,0.7,0.0002,0.6737,1.0,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,ces,0.26899999999999996,14,40,0.003933521428424326,0.01446408703177154,103094.0,25335.0,4.069232287349516,0.12407758730349787,0.15146630461614416,0.032697257486338394,0.5714,0.72,0.5,0.0002,0.315,0.1,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,epo,0.2345,44,10,0.0028332384884551588,0.012603215993046502,6536.0,25335.0,0.2579830274324057,0.2440067115636564,0.15146630461614416,0.3732765866813155,1.0,0.71,0.8,0.0002,0.6737,0.1,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,fin,0.204,50,4,0.0032645674990951865,0.01357718536887787,24222.0,25335.0,0.9560686796921256,0.2896986479145289,0.15146630461614416,0.8328892957792966,1.0,0.6,0.6,0.5687,0.4676,0.1,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,sqi,0.2592,22,32,0.004424750053525202,0.014622963008860524,44525.0,25335.0,1.7574501677521217,0.11929309320584595,0.15146630461614416,0.04511871951004854,1.0,0.73,0.7,0.0002,0.6737,1.0,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,vie,0.2652,16,38,0.008795116271751786,0.016158875046256318,171995.0,25335.0,6.788829682257746,0.01703206375296993,0.15146630461614416,0.7877487785205938,1.0,0.58,0.6,0.5456,0.5611,0.4,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,fra,0.2725,11,43,0.00488845922331868,0.015076618882847257,192304.0,25335.0,7.590447996842313,0.045360873894685384,0.15146630461614416,0.4907306292223329,0.9375,0.66,0.6,0.5456,0.5006,0.1,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,est,0.2206,49,5,0.0029844807003581377,0.013158711439389235,10738.0,25335.0,0.42384053680678896,0.2789245014245014,0.15146630461614416,0.7081144884304877,1.0,0.54,0.8,0.0002,0.6737,0.1,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,bos,0.2374,40,14,0.002909462283868516,0.01179904365646153,5664.0,25335.0,0.22356423919478985,0.2864072802025621,0.15146630461614416,0.7936986315948535,0.4286,0.55,0.8,0.0002,0.6737,0.0,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,swe,0.256,27,27,0.005100532737583778,0.015044576523031204,56647.0,25335.0,2.235918689559897,0.09793445344690482,0.15146630461614416,0.12490863543424174,0.8571,0.63,0.6,0.0002,0.5797,0.1,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,pol,0.2656,15,39,0.0031824826410037765,0.014454259064797085,176378.0,25335.0,6.961831458456683,0.1171314912318414,0.15146630461614416,0.05138511381049884,0.5714,0.57,0.5,0.6162,0.3697,0.1,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,fas,0.263,18,36,0.002356675414569321,0.013429373702844586,150965.0,25335.0,5.958752713637263,0.04914039052639592,0.15146630461614416,0.4563932431380303,1.0,0.73,0.7,0.0002,0.6737,1.0,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,kur,0.2398,36,18,0.0007757334659373446,0.0064300729565970076,10440.0,25335.0,0.4120781527531083,0.22891671826263715,0.15146630461614416,0.2614661206698268,1.0,0.82,0.9,0.0002,0.6737,0.1,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,hun,0.2561,25,29,0.0023245015023217693,0.014083637037494597,147220.0,25335.0,5.810933491217682,0.15307856490195398,0.15146630461614416,0.00011330217655954945,1.0,0.62,0.6,0.5922,0.4278,0.0,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,slv,0.2502,29,25,0.003969856008612569,0.013086894498542456,19831.0,25335.0,0.7827511347937636,0.2060847233614264,0.15146630461614416,0.13003078539492025,0.4286,0.52,0.4,0.0002,0.3753,0.0,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,ron,0.2831,5,49,0.004148334852389043,0.015363731720861357,180543.0,25335.0,7.12622853759621,0.06944401213123495,0.15146630461614416,0.2932457638442298,0.8889,0.6,0.5,0.6409999999999999,0.4086,0.0,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,rus,0.2633,17,37,0.016229110167686606,0.07316923454668221,208458.0,25335.0,8.228063943161635,0.0964285880092507,0.15146630461614416,0.13203490447899774,0.4,0.6,0.5,0.6162,0.4147,0.2,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,srp,0.2911,2,52,0.0257049031819726,0.05900889767671775,136898.0,25335.0,5.403512926781132,0.11816137254058205,0.15146630461614416,0.048348727106321834,0.4286,0.68,0.8,0.8278,0.6737,0.0,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,tam,0.2348,42,12,0.0021732946464129268,0.011650966782350024,6224.0,25335.0,0.2456680481547267,0.3562306111760203,0.15146630461614416,1.8275802247780888,1.0,0.82,0.6,0.0002,0.5366,0.3,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,kaz,0.2348,42,12,0.0044309854354295285,0.03466733055330802,3317.0,25335.0,0.13092559700019735,0.4085868404479615,0.15146630461614416,2.8816515799793354,1.0,0.84,0.9,0.879,0.6737,0.2,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,mar,0.2268,46,8,0.0006167604656541518,0.007056638811513464,9840.0,25335.0,0.3883955002960332,0.23222498323669785,0.15146630461614416,0.28428002762004817,0.8571,0.74,0.6,0.0002,0.5448,0.3,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,ukr,0.2627,19,35,0.01522726194054644,0.05830562738578993,108495.0,25335.0,4.282415630550623,0.1235396855198613,0.15146630461614416,0.033994187325922465,0.5714,0.53,0.5,0.0002,0.3926,0.0,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,tha,0.24600000000000002,34,20,0.001510542545212101,0.014085377154506704,98064.0,25335.0,3.8706927175843684,0.7771632165854434,0.15146630461614416,17.06459413269634,1.0,0.64,0.6,0.5687,0.5531,0.4,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,bel,0.22399999999999998,48,6,0.005501554250752455,0.03213997642241112,4509.0,25335.0,0.17797513321492006,0.32939465855533645,0.15146630461614416,1.3799338313675675,0.5714,0.67,0.8,0.0002,0.6737,0.1,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,tur,0.2565,24,30,0.002424863481555968,0.014584105796564084,182470.0,25335.0,7.2022893230708505,0.13287653786615888,0.15146630461614416,0.015063150714462925,1.0,0.78,0.6,0.5922,0.4533,0.0,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
eng,mkd,aze,0.2395,37,17,0.002468173551571837,0.01229431853461658,5946.0,25335.0,0.23469508584961515,0.3250306645851918,0.15146630461614416,1.3130735178050892,1.0,0.73,0.7,0.0002,0.6737,1.0,0.8571,0.5731,0.5648,0.5687,0.5064,0.106
